"Id","Count","coords.x1","coords.x2","optional"
0,3,529308.741420042,181031.351546427,TRUE
0,2,529312.163571333,181025.172401133,TRUE
0,1,529314.382429458,181020.293688419,TRUE
0,1,529317.37964483,181014.258770687,TRUE
0,4,529320.675448944,181007.871628141,TRUE
0,2,529336.684153946,181006.0062458,TRUE
0,2,529290.146762309,181024.365977456,TRUE
0,2,529301.022868756,181021.176303793,TRUE
0,3,529284.998669983,181020.203615751,TRUE
0,2,529288.359388851,181031.830068425,TRUE
0,2,529280.60923584,181026.571686623,TRUE
0,1,529264.720892538,181035.197909761,TRUE
0,3,529274.931949657,181008.037778379,TRUE
0,1,529278.335029094,181002.952261567,TRUE
0,4,529281.350125675,180997.134280392,TRUE
0,1,529259.609806296,181010.283400582,TRUE
0,1,529256.182925921,181001.829364162,TRUE
0,1,529309.823201625,181004.725402262,TRUE
0,4,529314.13218069,180997.381113571,TRUE
0,3,529317.997148971,180991.274681274,TRUE
0,2,529250.957853428,181032.509988084,TRUE
0,1,529247.968953494,181049.246392372,TRUE
0,2,529231.448344412,181027.67472078,TRUE
0,2,529236.710886122,181025.27530464,TRUE
0,2,529244.001543213,181028.933471971,TRUE
0,1,529251.046002983,181054.78070376,TRUE
0,1,529247.03680827,181060.462206188,TRUE
0,3,529243.569958825,181066.099011566,TRUE
0,1,529241.624686419,181058.39651407,TRUE
0,1,529217.411087744,181048.16103025,TRUE
0,1,529211.519768688,181056.181766186,TRUE
0,1,529212.340483365,181038.313576529,TRUE
0,2,529191.300445283,181046.709147593,TRUE
0,2,529184.245796206,181041.939469547,TRUE
0,1,529160.337379467,181014.205880688,TRUE
0,1,529228.341516391,181015.153690209,TRUE
0,1,529187.272968713,180983.264855173,TRUE
0,1,529213.091001239,180978.516138437,TRUE
0,2,529213.965931169,180970.581213112,TRUE
0,8,529222.825201924,180978.696752761,TRUE
0,2,529233.122584539,180985.71091757,TRUE
0,1,529221.101595281,180985.609562738,TRUE
0,1,529275.92278278,180965.225608985,TRUE
0,1,529262.096374499,180970.838170477,TRUE
0,1,529299.770193949,180931.948779468,TRUE
0,1,529304.188016036,180925.247846208,TRUE
0,4,529307.832120508,180921.219966785,TRUE
0,1,529302.229016664,180919.569459288,TRUE
0,1,529293.015683156,180929.896156967,TRUE
0,1,529319.4841335,180915.926821172,TRUE
0,1,529330.516323892,180923.876083725,TRUE
0,4,529335.361116956,180928.918435246,TRUE
0,1,529331.110300881,180915.727961339,TRUE
0,1,529345.127460371,180912.294861965,TRUE
0,1,529350.173235194,180915.169307661,TRUE
0,1,529353.686518205,180910.197432681,TRUE
0,1,529377.156300956,180935.471336355,TRUE
0,2,529362.932618365,180947.147177021,TRUE
0,1,529371.705056529,180952.245480187,TRUE
0,1,529326.339691247,180980.483110362,TRUE
0,1,529338.145264745,180959.433006145,TRUE
0,2,529346.007526291,180961.353051122,TRUE
0,1,529349.722724958,180955.443939671,TRUE
0,1,529352.818723975,180950.51968049,TRUE
0,2,529337.878931746,180976.030280357,TRUE
0,2,529335.35368609,180990.712625039,TRUE
0,1,529341.920218772,180993.906731175,TRUE
0,2,529347.425457796,180995.554116159,TRUE
0,3,529352.889919724,180999.539414077,TRUE
0,1,529367.760806918,181007.185132303,TRUE
0,4,529374.095458009,181010.39834648,TRUE
0,15,529383.540103015,181014.522526281,TRUE
0,3,529389.121781799,181017.097429975,TRUE
0,4,529394.065151112,181020.425305097,TRUE
0,5,529409.15013739,181005.174768412,TRUE
0,2,529420.931471163,180989.496140677,TRUE
0,1,529414.680934226,180978.80543191,TRUE
0,2,529407.844306067,180975.16667771,TRUE
0,1,529402.649948776,180971.626031143,TRUE
0,1,529395.832430419,180968.219156114,TRUE
0,1,529387.664408373,180962.589029951,TRUE
0,1,529377.120253541,180956.454364631,TRUE
0,1,529419.342759488,180973.051762503,TRUE
0,1,529400.924911248,180956.360160978,TRUE
0,1,529404.274456046,180948.847001973,TRUE
0,1,529415.339698491,180955.639085944,TRUE
0,1,529420.991490737,180944.901274008,TRUE
0,1,529414.937176524,180930.926020749,TRUE
0,1,529419.23079503,180926.369974876,TRUE
0,1,529431.70187275,180928.43148872,TRUE
0,1,529435.686390341,180922.798858085,TRUE
0,2,529438.609186187,180916.740414136,TRUE
0,1,529443.815120307,180907.242816515,TRUE
0,1,529424.179274173,180916.04748703,TRUE
0,4,529450.839234737,180876.207275921,TRUE
0,2,529456.310290026,180886.535988865,TRUE
0,1,529460.46475914,180880.889355261,TRUE
0,4,529466.418652175,180874.238901311,TRUE
0,4,529508.132161174,180865.496896058,TRUE
0,1,529505.905925009,180884.159676558,TRUE
0,4,529488.028374406,180905.99449673,TRUE
0,1,529487.216010859,180896.137371321,TRUE
0,1,529482.707636745,180901.642066346,TRUE
0,2,529461.330166505,180941.218027443,TRUE
0,1,529453.980277509,180941.31044858,TRUE
0,2,529446.465072147,180951.853888992,TRUE
0,3,529442.338618836,180957.84042782,TRUE
0,1,529436.440754784,180965.170691056,TRUE
0,4,529431.776437429,180970.859349193,TRUE
0,1,529438.428772302,180974.759826479,TRUE
0,1,529434.344339109,180981.256218482,TRUE
0,7,529491.090611736,180963.392609981,TRUE
0,3,529505.204260649,180972.508204025,TRUE
0,8,529539.212931999,180938.663537522,TRUE
0,1,529548.706689592,180901.699887454,TRUE
0,1,529517.756461186,180902.811591196,TRUE
0,5,529505.989504424,181006.980135303,TRUE
0,8,529555.152902564,180997.377804776,TRUE
0,2,529547.094168304,181009.348600766,TRUE
0,1,529552.03509358,181001.951837728,TRUE
0,1,529540.757581656,181017.271538631,TRUE
0,2,529537.34919388,181023.308547651,TRUE
0,1,529532.372363218,181032.764024577,TRUE
0,2,529528.930319502,181038.392658029,TRUE
0,2,529494.931834798,181042.428105957,TRUE
0,3,529519.165185923,181037.141701961,TRUE
0,1,529500.779236811,181048.524600379,TRUE
0,2,529487.989429488,181043.000266559,TRUE
0,2,529507.15281359,181056.016756267,TRUE
0,3,529457.015692005,181013.894366039,TRUE
0,1,529459.878830988,181008.724591264,TRUE
0,2,529461.500011256,181003.451597341,TRUE
0,1,529468.348201162,180994.253039371,TRUE
0,1,529471.466013562,180989.679003094,TRUE
0,1,529478.777567132,180976.125177202,TRUE
0,1,529454.731462187,181018.605279534,TRUE
0,3,529439.161482014,181039.212570765,TRUE
0,3,529432.937107053,181036.025195976,TRUE
0,3,529426.900092147,181032.616803961,TRUE
0,3,529514.434330451,180944.817153716,TRUE
0,1,529528.777997182,180944.251755378,TRUE
0,2,529521.703221966,180940.723313886,TRUE
0,1,529514.594790364,180936.786495102,TRUE
0,1,529618.113504938,181008.018189283,TRUE
0,1,529632.957503426,181018.512595846,TRUE
0,2,529631.025590562,181010.037663672,TRUE
0,1,529655.889380946,181022.378759088,TRUE
0,1,529581.212322012,181052.357165608,TRUE
0,1,529577.937314965,181061.398283711,TRUE
0,2,529569.981203798,181062.419458477,TRUE
0,2,529574.801965122,181049.961742917,TRUE
0,1,529561.402768423,181082.496207414,TRUE
0,1,529565.284108919,181071.943247415,TRUE
0,1,529531.772311883,181068.857671772,TRUE
0,1,529525.982213926,181082.857150949,TRUE
0,1,529509.912403568,181091.856368401,TRUE
0,1,529516.871328512,181056.563460358,TRUE
0,1,529518.309283411,181105.052085766,TRUE
0,5,529565.357872654,181090.575985561,TRUE
0,1,529571.088132584,181075.850508471,TRUE
0,1,529554.332532936,181109.608552069,TRUE
0,2,529548.372242588,181118.510087367,TRUE
0,2,529545.951778836,181124.545299297,TRUE
0,1,529533.490737714,181127.460320713,TRUE
0,1,529553.397659209,181137.83439752,TRUE
0,1,529566.31860992,181144.664893086,TRUE
0,1,529567.684333489,181142.492667148,TRUE
0,2,529573.93217601,181145.410521756,TRUE
0,2,529572.736933568,181147.56869717,TRUE
0,5,529590.694556799,181161.364559384,TRUE
0,1,529583.764790928,181158.502908205,TRUE
0,1,529588.867044134,181155.85109134,TRUE
0,1,529597.415440635,181159.609174029,TRUE
0,1,529595.905462613,181164.196233899,TRUE
0,4,529600.691103586,181166.033123388,TRUE
0,1,529608.387095084,181169.861457087,TRUE
0,2,529615.150129021,181168.617514073,TRUE
0,1,529620.190552983,181171.463237868,TRUE
0,1,529541.685034392,181306.213277313,TRUE
0,1,529489.041828468,181233.686670395,TRUE
0,1,529479.713857006,181228.345135945,TRUE
0,1,529437.15290693,181190.469340328,TRUE
0,3,529382.83265576,181191.891077192,TRUE
0,1,529397.950831024,181200.088316234,TRUE
0,1,529463.689320131,181155.231013881,TRUE
0,2,529468.192609354,181182.911794552,TRUE
0,1,529518.814392152,181153.465217622,TRUE
0,1,529530.653971579,181152.211699328,TRUE
0,1,529520.615074437,181195.533549409,TRUE
0,1,529460.481990659,181143.274709167,TRUE
0,1,529470.319257769,181144.685892322,TRUE
0,2,529464.441158059,181137.393572454,TRUE
0,1,529480.956871246,181125.478221223,TRUE
0,1,529469.785737837,181124.7324523,TRUE
0,2,529485.24041499,181116.792935007,TRUE
0,3,529477.10686623,181112.463918065,TRUE
0,2,529424.308982993,181139.034969362,TRUE
0,1,529417.324372129,181135.166743239,TRUE
0,1,529424.060372993,181159.608363362,TRUE
0,1,529431.252644419,181162.626247116,TRUE
0,1,529437.25049884,181164.631602348,TRUE
0,1,529420.789357384,181167.099240046,TRUE
0,2,529410.150250855,181162.69898014,TRUE
0,3,529374.73454739,181154.230390954,TRUE
0,3,529375.654649097,181128.324545729,TRUE
0,1,529384.732528287,181130.631545162,TRUE
0,1,529386.75610867,181104.634759822,TRUE
0,3,529392.309833196,181114.731241713,TRUE
0,1,529391.708112926,181093.950181631,TRUE
0,1,529432.388032471,181102.262675747,TRUE
0,1,529443.692548978,181107.996809173,TRUE
0,1,529448.88553301,181110.346243134,TRUE
0,2,529455.363876441,181114.811677396,TRUE
0,2,529451.369312111,181103.475430743,TRUE
0,4,529440.454345191,181099.097901869,TRUE
0,5,529434.274606154,181094.885598072,TRUE
0,2,529429.402962092,181093.065163239,TRUE
0,5,529477.250918349,181080.511741754,TRUE
0,5,529484.450731312,181100.471253723,TRUE
0,3,529470.610389814,181077.448382351,TRUE
0,3,529463.947125146,181074.109154484,TRUE
0,1,529454.664633399,181069.319340269,TRUE
0,5,529448.507632469,181065.382903499,TRUE
0,4,529442.4870461,181063.101674649,TRUE
0,4,529427.093022954,181054.927155994,TRUE
0,1,529402.325560651,181040.859342102,TRUE
0,4,529395.707764547,181038.071845467,TRUE
0,1,529389.596233055,181034.68714055,TRUE
0,3,529381.852227868,181031.714717634,TRUE
0,2,529376.70775457,181026.58385946,TRUE
0,1,529357.396977791,181028.175357723,TRUE
0,2,529396.28820375,181082.184983638,TRUE
0,1,529406.492287176,181084.676911298,TRUE
0,1,529347.424745705,181048.716909143,TRUE
0,2,529343.442832139,181054.322179845,TRUE
0,3,529339.59125564,181068.248973553,TRUE
0,1,529281.65183014,181086.356010138,TRUE
0,1,529347.109967398,181071.795751913,TRUE
0,4,529303.991212894,181040.631623595,TRUE
0,2,529293.395992507,181063.724210968,TRUE
0,2,529286.644812674,181055.948342888,TRUE
0,1,529284.201389313,181063.371017887,TRUE
0,5,529296.32587751,181102.64440434,TRUE
0,3,529306.255512728,181179.316141939,TRUE
0,2,529320.318732526,181184.822914601,TRUE
0,3,529362.664551799,181156.058382116,TRUE
0,2,529365.151890514,181176.128560023,TRUE
0,1,529274.165044231,180907.312597933,TRUE
0,1,529299.361335081,180873.184663104,TRUE
0,1,529324.815196114,180857.948735704,TRUE
